project,class,baseline,lance_basic,lance_coverage,lance,symprompt,lance-gpt,lance-claude,lance-mistral
Lang-4f,ClassUtils,0.7142857142857143,0.698019801980198,0.8986486486486487,0.7210144927536232,0.7631578947368421,0.5114942528735632,0.8639455782312925,0.3224043715846995
Lang-4f,RandomStringUtils,1.0,0.8333333333333334,0.7763157894736842,0.7352941176470589,0.7692307692307693,0.8405797101449275,0.8157894736842105,0.6
Lang-4f,CompareToBuilder,0.875,0.8666666666666667,0.8511627906976744,0.8815331010452961,0.22123893805309736,0.7751937984496124,0.8954248366013072,0.5401069518716578
Lang-4f,ExtendedMessageFormat,0.0,0.5578947368421052,0.6507936507936508,0.86,0.4583333333333333,0.5428571428571428,0.8648648648648649,0.5806451612903226
Math-2f,Rotation,0.6666666666666666,0.8333333333333334,0.7023809523809523,0.21666666666666667,0.225,0.3779527559055118,0.8631578947368421,0.27624309392265195
Math-2f,QRDecomposition,1.0,0.8,0.9482758620689655,0.25,0.36363636363636365,0.9,0,0
Math-2f,MillerUpdatingRegression,0.4,0.5526315789473685,0.5986842105263158,0.39325842696629215,0.046153846153846156,0,0.7311827956989247,0
Math-2f,FastFourierTransformer,0.4,0.4,0.48936170212765956,0.2967032967032967,0.25,0.3333333333333333,0.75,0.36363636363636365
Math-2f,MathArrays,0.95,0.59,0.39690721649484534,0.4971751412429379,0.5390070921985816,0.625,0.8260869565217391,0.2952755905511811
Math-2f,OpenIntToDoubleHashMap,1.0,0.7333333333333333,0.5785123966942148,0.3815789473684211,0.1935483870967742,0.96875,0.975,0.5263157894736842
Math-2f,MultiStartUnivariateOptimizer,0.0,0.4,0,0,0.0,0,0,0
Math-2f,GaussNewtonOptimizer,0.8,0.23529411764705882,0,0.1935483870967742,0.0,0.16666666666666666,0.6666666666666666,0.09090909090909091
Math-2f,DfpMath,0,0,0,0,0.0,0,0.9274193548387096,0
Math-2f,SummaryStatistics,0.8461538461538461,0.375,0.8288288288288288,0.27,0.35135135135135137,0.5573770491803278,0.6268656716417911,0.6818181818181818
Math-2f,BracketingNthOrderBrentSolver,0.6666666666666666,0.7536231884057971,0.7073170731707317,0.3181818181818182,0.125,1.0,0.6551724137931034,0.21052631578947367
Math-2f,FieldLUDecomposition,0.0,0.6136363636363636,0,0.3684210526315789,0.0,0,0.8571428571428571,0
Math-2f,Dfp,0.9090909090909091,0.8516129032258064,0.7134502923976608,0.33043478260869563,0.1118421052631579,0.8695652173913043,0.8888888888888888,0.4117647058823529
Math-2f,NaturalRanking,0.4666666666666667,0.7468354430379747,0.6195652173913043,0.10344827586206896,0.7692307692307693,0.4,0.6,0.4418604651162791
Math-2f,SmoothingPolynomialBicubicSplineInterpolator,0.9,0.7307692307692307,0.7894736842105263,0.18421052631578946,0.7692307692307693,0.8181818181818182,0.7272727272727273,0.6666666666666666
Math-2f,BracketingNthOrderBrentSolverDFP,0.0,0.5769230769230769,0,0,0.0,0.3888888888888889,0.725,0.15384615384615385
Math-2f,LUDecomposition,0.9,0.7142857142857143,0.6,0.2708333333333333,0.5333333333333333,0.34285714285714286,0.9166666666666666,0.7647058823529411
Math-2f,ArrayFieldVector,0,0,0,0.28125,0.0,0,0.7241379310344828,0
Math-2f,Beta,0.5,0.6826923076923077,0.7758620689655172,0.8390804597701149,0.5,0.8723404255319149,0.7435897435897436,0.6875
Math-2f,Frequency,0.9545454545454546,0.7160493827160493,0.6931818181818182,0.6554621848739496,0.18333333333333332,0.7155172413793104,0.9452054794520548,0.5842696629213483
Math-2f,BicubicSplineInterpolator,0.6666666666666666,0.7931034482758621,1.0,0.5882352941176471,1.0,0.8571428571428571,1.0,1.0
Math-2f,FastMath,0.9523809523809523,0.5971731448763251,0.703016241299304,0.5633333333333334,0.7750865051903114,0.3607305936073059,0.732484076433121,
Math-2f,RealMatrixFormat,0.42857142857142855,0.3076923076923077,0.5416666666666666,0.375,0.56,0.13043478260869565,0.6296296296296297,0.7333333333333333
Math-2f,ArithmeticUtils,0.9183673469387755,0.7086614173228346,0.8376068376068376,0.6850393700787402,0.7398373983739838,0.8333333333333334,0.9519230769230769,0.41761363636363635
Math-2f,TricubicSplineInterpolator,0.6,0.21052631578947367,0.35,0.25,0.6086956521739131,0.3157894736842105,1.0,0.875
Math-2f,LoessInterpolator,0.5,0.5147058823529411,0.953125,0.9130434782608695,0.5789473684210527,0.8076923076923077,0.8235294117647058,0.7647058823529411
Math-2f,SimpleRegression,0.7777777777777778,0.8260869565217391,0.7127659574468085,0.9552238805970149,0.1935483870967742,0.6261682242990654,0.5478260869565217,0.22085889570552147
Math-2f,MultivariateNormalMixtureExpectationMaximization,1.0,0.5666666666666667,0.6326530612244898,0.9130434782608695,0.16666666666666666,0.6111111111111112,0.4074074074074074,0.43478260869565216
Math-2f,ProperBigFractionFormat,0.5714285714285714,0.24074074074074073,0.74,0.6,0.42105263157894735,0.5483870967741935,0.6666666666666666,0.5853658536585366
Math-2f,OrderedTuple,0.7777777777777778,0.6363636363636364,0.575,0.72,0.6666666666666666,0.875,1.0,0.6363636363636364
